"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명"
"3130000","CDFF3242051994000031","19940916","","03","폐업","03","폐업","20191104","","","","02-3141-7311","","","서울특별시 마포구 동교동 186-7번지 지하1층 ","서울특별시 마포구 신촌로12길 20, 지하1층 (동교동)","04057","수노래연습장","2019-11-06 13:20:08","U","2019-11-08 02:40:00.0","","193969.315816016    ","450362.470910166    ","노래연습장업","유통관련업","0","","","48.95","0","0","","","","4","1","","","","Y","","","","","","","","","","","","","",""
"3130000","CDFF3242051994000032","19940916","","03","폐업","03","폐업","20020311","","","","326-2284","","121903","서울특별시 마포구 망원동 415-34번지 ","서울특별시 마포구 포은로 105  (망원동)","","도레미노래연습장","2003-04-18 14:56:25","I","2018-10-11 15:46:28.0","","191502.880908729    ","450458.020969127    ","노래연습장업","유통관련업","0","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051994000033","19940926","","03","폐업","03","폐업","20210319","","","","02-325-4491","","","서울특별시 마포구 연남동 258-1 지하1층 ","서울특별시 마포구 동교로 249, 지하1층 (연남동)","03984","봉은 노래연습장","2021-03-22 11:00:53","U","2021-03-24 02:40:00.0","","193231.086269135    ","451102.744773685    ","노래연습장업","유통관련업","","","","112.2","","","","","","5","1","","","","Y","","","","","","","","","","","","","",""
"3130000","CDFF3242051994000034","19941028","","03","폐업","03","폐업","20060327","","","","793-8285","","","서울특별시 마포구 공덕동 175-181번지 지층 ","서울특별시 마포구 마포대로11길 44-5  (공덕동,지층)","","강촌노래연습장","2013-03-02 14:47:14","I","2018-10-11 15:46:28.0","","195693.831953039    ","449677.209497438    ","노래연습장업","유통관련업","0","","","0","0","0","근린생활시설","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051994000035","19941108","","03","폐업","03","폐업","20180223","","","","02-3141-0954","","","서울특별시 마포구 노고산동 57-39번지 지층 ","서울특별시 마포구 서강로 133 (노고산동)","04058","나성 노래연습장","2018-02-23 08:43:37","I","2018-10-11 15:46:28.0","","194209.190531122    ","450239.854658343    ","노래연습장업","유통관련업","","","","108.23","","","","","","6","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051994000036","19941111","","01","영업/정상","13","영업중","","","","","02-3272-5535","","","서울특별시 마포구 염리동 159-8번지 지하1층 ","서울특별시 마포구 백범로26길 8, 지하1층 (염리동)","04149","옥소리노래연습장","2020-04-23 14:15:27","U","2020-04-25 02:40:00.0","","195157.458011624    ","449259.227459444    ","노래연습장업","유통관련업","0","","","67.08","0","0","","","","4","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051994000037","19941212","","03","폐업","03","폐업","20010801","","","","334-5337","","121807","서울특별시 마포구 노고산동 57-5번지 1층 ","서울특별시 마포구 신촌로 90  (노고산동,1층)","","신촌노래연습장","2003-04-18 14:56:25","I","2018-10-11 15:46:28.0","","194238.935414412    ","450337.305541205    ","노래연습장업","유통관련업","0","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051994000038","19941224","","03","폐업","03","폐업","20070528","","","","3141-1927","","","서울특별시 마포구 서교동 354-14번지 지층 ","서울특별시 마포구 홍익로5길 36  (서교동,지층)","","서교 노래연습장","2013-03-27 10:14:04","I","2018-10-11 15:46:28.0","","192901.740564225    ","450155.494324639    ","노래연습장업","유통관련업","0","","","173.42","0","0","","","","9","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051994000039","19941229","","01","영업/정상","13","영업중","","","","","02-3143-6390","","","서울특별시 마포구 성산동 294-4번지 지하1층 ","서울특별시 마포구 성미산로 26, 지하1층 (성산동)","03997","서울 노래연습장","2014-08-20 17:04:23","I","2018-10-11 15:46:28.0","","192077.542270843    ","450700.24486121     ","노래연습장업","유통관련업","0","","","98.76","0","0","","","","6","2","","","","Y","","","","","","","","","","","","","",""
"3130000","CDFF3242051994000040","19940419","","01","영업/정상","13","영업중","","","","","02-712-8187","","","서울특별시 마포구 도화동 290-4 지하1층","서울특별시 마포구 마포대로4길 30, 지하1층 (도화동)","04173","부부 노래연습장","2022-08-05 17:49:27","U","2021-12-08 00:07:00.0","","195209.309753393","448469.246211868","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051995000001","19950220","","03","폐업","03","폐업","20210819","","","","02-336-6822","","","서울특별시 마포구 망원동 475-52 지하1층 ","서울특별시 마포구 방울내로 76-1, 지하1층 (망원동)","03964","까치 노래연습장","2021-08-19 16:31:01","U","2021-08-21 02:40:00.0","","191441.13173765     ","450899.823916301    ","노래연습장업","유통관련업","0","","","141.12","0","0","","0","0","6","3","","","","Y","","","","","","","","0","","","","","",""
"3130000","CDFF3242051995000002","19950306","","03","폐업","03","폐업","19990911","","","","322-4646","","121821","서울특별시 마포구 망원동 396-66번지 지층 ","","","곰돌이","2003-04-18 14:56:25","I","2018-10-11 15:46:28.0","","","","노래연습장업","유통관련업","","","","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051995000003","19950602","","01","영업/정상","13","영업중","","","","","02-3141-6968","","","서울특별시 마포구 합정동 434-7번지 지하1층 ","서울특별시 마포구 포은로 44, 지하1층 (합정동)","04021","로즈 노래연습장","2018-05-21 13:40:35","I","2018-10-11 15:46:28.0","","191730.41772123     ","449914.78200221     ","노래연습장업","유통관련업","0","","","163.91","0","0","","","","7","2","","","","Y","","","","","","","","","","","","","",""
"3130000","CDFF3242051995000004","19950726","","03","폐업","03","폐업","20080303","","","","3272-7654","","","서울특별시 마포구 공덕동 378-5번지 ","","","최신형","2013-03-02 14:49:15","I","2018-10-11 15:46:28.0","","","","노래연습장업","유통관련업","","","","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051996000001","19960223","","01","영업/정상","13","영업중","","","","","02-3142-0249","","","서울특별시 마포구 연남동 226-15번지 지하1층 ","서울특별시 마포구 성미산로 199, 지하1층 (연남동)","03981","씨티 노래연습장","2015-11-02 16:30:25","I","2018-10-11 15:46:28.0","","193490.584171419    ","451141.120645066    ","노래연습장업","유통관련업","0","","","67.9","0","0","","","","3","1","","","","Y","","","","","","","","","","","","","",""
"3130000","CDFF3242051996000002","19960401","","03","폐업","03","폐업","20111019","","","","3141-5773","","","서울특별시 마포구 상수동 230-32번지 지층 ","","","서강25시노래연습장","2013-03-26 18:13:53","I","2018-10-11 15:46:28.0","","","","노래연습장업","유통관련업","0","","","108","0","0","","","","8","4","","","","Y","","","","","","","","","","","","","",""
"3130000","CDFF3242051996000003","19960417","","03","폐업","03","폐업","20070426","","","","334-4312","","","서울특별시 마포구 서교동 358-1번지 3층 ","서울특별시 마포구 홍익로 19  (서교동,3층)","","바니팡팡 노래연습장","2013-03-27 10:15:43","I","2018-10-11 15:46:28.0","","193092.137887356    ","450195.861857791    ","노래연습장업","유통관련업","0","","","141.9","0","0","","","","","9","","","","Y","","","","","","","","","","","","","",""
"3130000","CDFF3242051996000004","19960417","","03","폐업","03","폐업","20180130","","","","02-324-8004","","","서울특별시 마포구 성산동 108-4번지 지하1층 ","서울특별시 마포구 월드컵북로 110, 지하1층 (성산동)","03973","웰빙 노래연습장","2018-01-30 10:42:21","I","2018-10-11 15:46:28.0","","192334.269024897    ","451221.60281139     ","노래연습장업","유통관련업","0","","","123.6","0","0","","","","6","1","","","","Y","","","","","","","","","","","","","",""
"3130000","CDFF3242051996000005","19960520","","03","폐업","03","폐업","20000129","","","","333-1703","","121848","서울특별시 마포구 성산동 292-8번지 지층 ","","","봄비노래방","2003-04-18 14:56:25","I","2018-10-11 15:46:28.0","","","","노래연습장업","유통관련업","0","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051996000006","19960530","","03","폐업","03","폐업","20000506","","","","","","121816","서울특별시 마포구 동교동 155-20번지 지층 ","서울특별시 마포구 월드컵북로2길 82  (동교동,지층)","","2002","2003-04-18 14:56:25","I","2018-10-11 15:46:28.0","","193268.481607378    ","450657.054993398    ","노래연습장업","유통관련업","","","","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051996000007","19960603","","03","폐업","03","폐업","20081223","","","","716-9347","","","서울특별시 마포구 신수동 29-4번지 ","","","신원 노래연습장","2013-03-26 16:44:27","I","2018-10-11 15:46:28.0","","","","노래연습장업","유통관련업","","","","70.56","","","","","","10","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051997000001","19970526","","03","폐업","03","폐업","20020514","","","","707-2750","","121801","서울특별시 마포구 공덕동 110-59번지 2층 ","서울특별시 마포구 만리재옛길 56  (공덕동,2층)","","아리랑노래방","2003-04-18 14:56:25","I","2018-10-11 15:46:28.0","","196180.490722942    ","449593.776046751    ","노래연습장업","유통관련업","0","","","0","0","0","근린생활시설","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051997000002","19970725","","01","영업/정상","13","영업중","","","","","02-717-1368","","","서울특별시 마포구 도화동 182-7번지 지하1층 ","서울특별시 마포구 도화길 42-1, 지하1층 (도화동)","04169","영희 노래연습장","2017-04-10 17:13:05","I","2018-10-11 15:46:28.0","","195554.158614073    ","448812.609519717    ","노래연습장업","유통관련업","0","","","69.09","0","0","근린생활시설","","","4","3","","","","Y","","","","","","","","","","","","","",""
"3130000","CDFF3242051997000003","19971031","","04","취소/말소/만료/정지/중지","35","직권말소","20140808","","","","3141-6118","","","서울특별시 마포구 성산동 294-4번지 지층 ","서울특별시 마포구 성미산로 26 (성산동,지층)","","두일노래연습실","2014-08-08 09:57:59","I","2018-10-11 15:46:28.0","","192077.542270843    ","450700.24486121     ","노래연습장업","유통관련업","0","","","0","0","0","","","","6","2","","","","Y","","","","","","","","","","","","","",""
"3130000","CDFF3242051997000005","19971215","","03","폐업","03","폐업","20090210","","","","707-0436","","","서울특별시 마포구 노고산동 107-61번지 2층 ","서울특별시 마포구 백범로 24, 2층 (노고산동)","121807","엠티 노래연습장","2013-03-20 16:23:28","I","2018-10-11 15:46:28.0","","194366.547557895    ","450039.518634672    ","노래연습장업","유통관련업","0","","","96.67","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051997000006","19970226","","01","영업/정상","13","영업중","","","","","02-333-0684","","","서울특별시 마포구 망원동 484-2 2층 ","서울특별시 마포구 월드컵로 103-1, 2층 (망원동)","04011","힐링 노래연습장","2022-03-15 15:44:33","U","2022-03-17 02:40:00.0","","191821.683051527    ","450610.745625079    ","노래연습장업","유통관련업","3","주택가주변","","121.23","2","1","근린생활시설","1","40","6","1","N","N","N","Y","N","N","","","","","","0","","","","","","일반주거지역"
"3130000","CDFF3242051998000001","19980113","","03","폐업","03","폐업","20000202","","","","334-1350","","121896","서울특별시 마포구 서교동 476-21번지 지층 ","서울특별시 마포구 월드컵로 62  (서교동,지층)","","조은","2003-04-18 14:56:25","I","2018-10-11 15:46:28.0","","192118.944138131    ","450297.896932391    ","노래연습장업","유통관련업","","","","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051998000002","19980331","","03","폐업","03","폐업","20000208","","","","337-5718","","121885","서울특별시 마포구 합정동 416-26번지 지층 ","","","하이트","2003-04-18 14:56:25","I","2018-10-11 15:46:28.0","","","","노래연습장업","유통관련업","","","","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051998000003","19980414","","03","폐업","03","폐업","19991004","","","","325-0018","","121807","서울특별시 마포구 노고산동 57-49번지 지층 ","서울특별시 마포구 서강로 131  (노고산동,지층)","","그랜드","2003-04-18 14:56:25","I","2018-10-11 15:46:28.0","","194192.750156025    ","450227.928003486    ","노래연습장업","유통관련업","","","","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051998000004","19980501","","03","폐업","03","폐업","20150715","","","","02-3141-0187","","","서울특별시 마포구 창전동 2-38번지 지하1층 ","서울특별시 마포구 서강로11길 7, 지하1층 (창전동)","04061","빅스타 노래연습장","2015-12-16 09:58:54","I","2018-10-11 15:46:28.0","","194002.499141942    ","450107.882139893    ","노래연습장업","유통관련업","0","","","133","0","0","근린생활시설","","","7","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051998000005","19980608","","03","폐업","03","폐업","20190226","","","","02-715-0731","","","서울특별시 마포구 노고산동 31-135번지 지하1층 ","서울특별시 마포구 신촌로 102-1, 지하1층 (노고산동)","04101","썸 노래연습장","2019-02-26 11:56:52","U","2019-02-28 02:40:00.0","","194397.553052703    ","450261.160409978    ","노래연습장업","유통관련업","0","","","126.61","0","0","","","","5","2","","","","Y","","","","","","","","","","","","","",""
"3130000","CDFF3242051998000006","19980702","","01","영업/정상","13","영업중","","","","","02-322-8379","","","서울특별시 마포구 성산동 210-13 지하1층 ","서울특별시 마포구 성미산로 85, 지하1층 (성산동)","03978","우리 노래연습장","2020-09-23 10:26:37","U","2020-09-25 02:40:00.0","","192592.917282844    ","450969.35986394     ","노래연습장업","유통관련업","0","","","75.38","0","0","","","","7","3","","","","Y","","","","","","","","","","","","","",""
"3130000","CDFF3242051998000007","19980707","","03","폐업","03","폐업","20011126","","","","","","121837","서울특별시 마포구 서교동 345-30번지 2층 ","서울특별시 마포구 홍익로 20  (서교동,2층)","","타이타닉 노래방","2003-04-18 14:56:25","I","2018-10-11 15:46:28.0","","193111.819258314    ","450237.849372072    ","노래연습장업","유통관련업","0","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051998000008","19980811","","03","폐업","03","폐업","20010829","","","","3141-8551","","121817","서울특별시 마포구 동교동 164-31번지 2층 ","서울특별시 마포구 홍익로6길 34  (동교동,2층)","","차차차노래방","2003-04-18 14:56:25","I","2018-10-11 15:46:28.0","","193179.472206943    ","450388.268781119    ","노래연습장업","유통관련업","0","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051998000009","19980912","","03","폐업","03","폐업","20111006","","","","718-0296","","","서울특별시 마포구 용강동 233번지 지하1층 ","","","토토 노래연습장","2013-03-11 17:01:30","I","2018-10-11 15:46:28.0","","","","노래연습장업","유통관련업","0","","","74.57","0","0","","","","5","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051998000010","19980930","","03","폐업","03","폐업","20140808","","","","338-7401","","","서울특별시 마포구 서교동 363-17번지 지하1층 ","서울특별시 마포구 어울마당로 68, 지하1층 (서교동)","121837","홍 노래연습장","2014-08-08 17:16:13","I","2018-10-11 15:46:28.0","","192993.338966086    ","449876.349383745    ","노래연습장업","유통관련업","0","","","197.04","0","0","","","","10","2","","","","Y","","","","","","","","","","","","","",""
"3130000","CDFF3242051998000011","19981012","","03","폐업","03","폐업","20001228","","","","3273-6201","","121870","서울특별시 마포구 염리동 8-65번지 지층 ","서울특별시 마포구 대흥로30길 17  (염리동,지층)","","열린노래방","2003-04-18 14:56:25","I","2018-10-11 15:46:28.0","","195251.038302799    ","450473.348591067    ","노래연습장업","유통관련업","0","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051998000012","19981013","","03","폐업","03","폐업","20210125","","","","02-325-0832","","","서울특별시 마포구 서교동 405-2 지하1층 ","서울특별시 마포구 어울마당로 61, 지하1층 (서교동)","04048","캔디숍 노래연습장","2021-01-25 18:39:24","U","2021-01-27 02:40:00.0","","192949.664803569    ","449806.717609161    ","노래연습장업","유통관련업","0","","","85.05","0","0","근린생활시설","","","6","1","","","","Y","","","","","","","","","","","","","",""
"3130000","CDFF3242051998000013","19981119","","03","폐업","03","폐업","20060622","","","","325-7824","","","서울특별시 마포구 서교동 358-4번지 3층 ","","","치치 노래연습장","2013-03-27 10:34:44","I","2018-10-11 15:46:28.0","","","","노래연습장업","유통관련업","0","","","258.11","0","0","","","","12","2","","","","Y","","","","","","","","","","","","","",""
"3130000","CDFF3242051998000015","19981210","","03","폐업","03","폐업","20081229","","","","702-7433","","","서울특별시 마포구 공덕동 256-13번지 3층 ","서울특별시 마포구 만리재로 15  (공덕동,3층)","","파트너 노래연습장","2013-03-02 14:50:33","I","2018-10-11 15:46:28.0","","195748.06444032     ","449145.578789461    ","노래연습장업","유통관련업","","","","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051998000016","19981214","","03","폐업","03","폐업","20011023","","","","334-4390","","121807","서울특별시 마포구 노고산동 56-90번지 2층 ","서울특별시 마포구 서강로 119  (노고산동,2층)","","신바람","2004-01-16 13:22:57","I","2018-10-11 15:46:28.0","","194083.985749714    ","450159.919775286    ","노래연습장업","유통관련업","2","기타","","122","2","","근린생활시설","1.5","40","6","1","Y","Y","Y","Y","Y","Y","","","","","","","","","","","","일반상업지역"
"3130000","CDFF3242051998000017","19981214","","01","영업/정상","13","영업중","","","","","02-716-8002","","","서울특별시 마포구 용강동 40-5 지하1층 ","서울특별시 마포구 토정로 315, 지하1층 (용강동)","04166","쿨 노래연습장","2021-02-24 18:52:30","U","2021-02-26 02:40:00.0","","194978.206226378    ","448626.32602036     ","노래연습장업","유통관련업","0","","","173.23","0","0","근린생활시설","","","6","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051998000018","19981222","","03","폐업","03","폐업","20200731","","","","02-719-0574","","","서울특별시 마포구 공덕동 1-15 3층 ","서울특별시 마포구 만리재옛길 100, 3층 (공덕동)","04208","일번지 노래연습장","2020-07-31 17:09:08","U","2020-08-02 02:40:00.0","","196516.330675471    ","449865.133507757    ","노래연습장업","유통관련업","","","","132.2","3","","","1.2","30","7","4","Y","Y","Y","","Y","Y","","","","","","","","","","","",""
"3130000","CDFF3242051998000019","19981231","","04","취소/말소/만료/정지/중지","35","직권말소","20190612","","","","02-338-9201","","","서울특별시 마포구 서교동 369-5번지 지하1층 ","서울특별시 마포구 잔다리로6길 39, 지하1층 (서교동)","04039","피카소 노래연습장","2019-06-12 10:52:12","U","2019-06-14 02:40:00.0","","192980.814894771    ","450022.720414242    ","노래연습장업","유통관련업","0","","","154.42","0","0","","","","5","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051999000001","19990118","","01","영업/정상","13","영업중","","","","","02-6369-9993","","","서울특별시 마포구 도화동 204-11번지 지하1층 ","서울특별시 마포구 삼개로3길 6, 지하1층 (도화동)","04172","발리 노래연습장","2018-02-14 14:32:46","I","2018-10-11 15:46:28.0","","195312.390054911    ","448489.568113358    ","노래연습장업","유통관련업","","","","126.3","","","근린생활시설","","","8","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051999000002","19990204","","04","취소/말소/만료/정지/중지","35","직권말소","20140306","","","","336-3229","","","서울특별시 마포구 동교동 161-15번지 지하1층 ","서울특별시 마포구 월드컵북로2길 25, 지하1층 (동교동)","121898","수플러스 노래연습장","2014-03-06 09:52:03","I","2018-10-11 15:46:28.0","","193046.739708947    ","450469.632473815    ","노래연습장업","유통관련업","","","","155.09","","","","","","7","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051999000003","19990204","","03","폐업","03","폐업","20130819","","","","333-2434","","","서울특별시 마포구 동교동 169-11번지 지하1층 ","서울특별시 마포구 어울마당로 137, 지하1층 (동교동)","121818","코리아나 노래연습장","2013-08-19 15:18:54","I","2018-10-11 15:46:28.0","","193318.824806356    ","450469.23796876     ","노래연습장업","유통관련업","0","","","293.07","0","0","근린생활시설","","","17","4","","","","Y","","","","","","","","","","","","","",""
"3130000","CDFF3242051999000004","19990213","","04","취소/말소/만료/정지/중지","35","직권말소","20140808","","","","323-9111","","","서울특별시 마포구 동교동 158-8번지 지층 ","서울특별시 마포구 월드컵북로2길 29 (동교동,지층)","","도래미노래방","2014-08-08 14:17:52","I","2018-10-11 15:46:28.0","","193069.252462604    ","450487.180055719    ","노래연습장업","유통관련업","0","","","0","0","0","","","","5","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051999000005","19990224","","03","폐업","03","폐업","20080421","","","","334-3818","","","서울특별시 마포구 망원동 399-42번지 2층 ","서울특별시 마포구 희우정로12길 39, 2층 (망원동)","121821","솔궁 노래연습장","2013-04-02 14:17:18","I","2018-10-11 15:46:28.0","","191551.130021951    ","450208.501241877    ","노래연습장업","유통관련업","0","","","155.82","0","0","","","","9","2","","","","Y","","","","","","","","","","","","","",""
"3130000","CDFF3242051999000006","19990303","","03","폐업","03","폐업","","","","","719-5565","","","서울특별시 마포구 신공덕동 5-0번지 지층 ","서울특별시 마포구 만리재옛길 46  (신공덕동,지층)","","한성 노래연습장","2013-03-02 15:04:53","I","2018-10-11 15:46:28.0","","196125.985603111    ","449507.117918121    ","노래연습장업","유통관련업","0","","","142.54","0","0","","","","9","6","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051999000007","19990423","","01","영업/정상","13","영업중","","","","","02-332-6631","","","서울특별시 마포구 합정동 383-26번지 지하1층 ","서울특별시 마포구 월드컵로1길 17, 지하1층 (합정동)","04027","넘버원 노래연습장","2015-09-11 13:10:05","I","2018-10-11 15:46:28.0","","192153.989360766    ","449685.512932348    ","노래연습장업","유통관련업","","","","174.25","","","","","","8","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051999000008","19990423","","03","폐업","03","폐업","20201109","","","","02-325-3228","","","서울특별시 마포구 서교동 362-6 지하1층 ","서울특별시 마포구 와우산로 77, 지하1층 (서교동)","04041","별밤 노래연습장","2020-11-09 18:08:54","U","2020-11-11 02:40:00.0","","193130.632451417    ","449903.89162003     ","노래연습장업","유통관련업","0","","","238.35","0","0","","","","11","6","","","","Y","","","","","","","","","","","","","",""
"3130000","CDFF3242051999000009","19990427","","04","취소/말소/만료/정지/중지","35","직권말소","20141111","","","","02-7114-4501","","","서울특별시 마포구 신공덕동 2-349번지 2층 ","서울특별시 마포구 임정로 47-1, 2층 (신공덕동)","121851","도레미 노래연습장","2014-11-11 09:38:04","I","2018-10-11 15:46:28.0","","196171.707929681    ","449095.051061623    ","노래연습장업","유통관련업","0","","","43.52","0","0","","","","3","1","","","","Y","","","","","","","","","","","","","",""
"3130000","CDFF3242051999000010","19990527","","03","폐업","03","폐업","20070305","","","","3273-1850","","","서울특별시 마포구 신공덕동 36-0번지 지층 ","","","DJ노래방","2013-03-02 15:09:54","I","2018-10-11 15:46:28.0","","","","노래연습장업","유통관련업","0","","","60.76","0","0","","","","7","4","","","","Y","","","","","","","","","","","","","",""
"3130000","CDFF3242051999000012","19990531","","01","영업/정상","13","영업중","","","","","02-704-2043","","","서울특별시 마포구 염리동 9-129번지 지하1층 ","서울특별시 마포구 대흥로30길 12, 지하1층 (염리동)","04113","붕붕 노래연습장","2020-02-19 12:48:34","U","2020-02-21 02:40:00.0","","195224.656537457    ","450441.51255503     ","노래연습장업","유통관련업","","","","54","","","","","","6","2","","","","Y","","","","","","","","","","","","","",""
"3130000","CDFF3242051999000013","19990703","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 용강동 43-5번지 ","서울특별시 마포구 토정로 307, 지1층 (용강동)","04166","키스 노래연습장","2019-06-13 17:39:49","U","2019-06-15 02:40:00.0","","194909.844640562    ","448684.985222164    ","노래연습장업","유통관련업","0","","","223.02","0","0","근린생활시설","","","8","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051999000014","19990722","","03","폐업","03","폐업","20190514","","","","02-711-5519","","","서울특별시 마포구 신공덕동 23-7번지 지하1층 ","서울특별시 마포구 만리재로 22, 지하1층 (신공덕동)","04195","궁 노래연습장","2019-05-14 17:35:34","U","2019-05-16 02:40:00.0","","195848.715528903    ","449115.824971373    ","노래연습장업","유통관련업","","","","116.1","","","근린생활시설","","","6","3","","","","Y","","","","","","","","","","","","","",""
"3130000","CDFF3242051999000017","19990810","","03","폐업","03","폐업","20101221","","","","324-8403","","","서울특별시 마포구 서교동 407-22번지 지층 ","서울특별시 마포구 어울마당로 62  (서교동,지층)","","방콕 노래연습장","2013-03-27 10:50:13","I","2018-10-11 15:46:28.0","","192986.680360848    ","449813.404693712    ","노래연습장업","유통관련업","0","","","210.18","0","0","근린생활시설","","","9","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051999000018","19990825","","01","영업/정상","13","영업중","","","","","02-335-2300","","","서울특별시 마포구 망원동 386-2번지 지하1층 ","서울특별시 마포구 월드컵로 65, 지하1층 (망원동)","04018","엔돌핀 노래연습장","2014-08-20 14:48:49","I","2018-10-11 15:46:28.0","","192050.493126319    ","450289.256930417    ","노래연습장업","유통관련업","0","","","148.5","0","0","","","","6","2","","","","Y","","","","","","","","","","","","","",""
"3130000","CDFF3242051999000019","19990901","","03","폐업","03","폐업","","","","","707-1371","","","서울특별시 마포구 공덕동 111-187번지 지층 ","서울특별시 마포구 효창목4길 25  (공덕동,지층)","","?노래연습장","2013-02-17 06:52:13","I","2018-10-11 15:46:28.0","","196443.341831893    ","449457.450092795    ","노래연습장업","유통관련업","0","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051999000020","19990904","","03","폐업","03","폐업","20000622","","","","715-9636","","121854","서울특별시 마포구 신수동 46-12번지 지층 ","서울특별시 마포구 독막로 232-1  (신수동,지층)","","마샤노래방","2003-04-18 14:56:25","I","2018-10-11 15:46:28.0","","194574.911415575    ","449400.551933347    ","노래연습장업","유통관련업","0","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051999000022","19990922","","03","폐업","03","폐업","20000518","","","","3273-1778","","121802","서울특별시 마포구 공덕동 173-31번지 ","","","케롯노래방","2003-04-18 14:56:25","I","2018-10-11 15:46:28.0","","","","노래연습장업","유통관련업","0","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051999000023","19991117","","03","폐업","03","폐업","20011112","","","","703-4135","","121807","서울특별시 마포구 노고산동 109-154번지 ","서울특별시 마포구 서강로 128  (노고산동)","","다모아노래방","2003-04-18 14:56:25","I","2018-10-11 15:46:28.0","","194193.527385371    ","450151.881347853    ","노래연습장업","유통관련업","0","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051999000024","19991122","","03","폐업","03","폐업","20120712","","","","3273-1604","","","서울특별시 마포구 용강동 51-5번지 지하1층 ","서울특별시 마포구 토정로 318, 지하1층 (용강동)","121875","썸씽 노래연습장","2013-03-11 17:59:17","I","2018-10-11 15:46:28.0","","194960.531157848    ","448570.97828218     ","노래연습장업","유통관련업","0","","","181.5","0","0","근린생활시설","","","10","2","","","","Y","","","","","","","","","","","","","",""
"3130000","CDFF3242051999000025","19991122","","03","폐업","03","폐업","20061215","","","","3142-5121","","","서울특별시 마포구 서교동 356-2번지 지층 ","서울특별시 마포구 홍익로 23  (서교동,지층)","","쉬리 노래연습장","2013-03-27 11:28:54","I","2018-10-11 15:46:28.0","","193058.501638496    ","450227.047883486    ","노래연습장업","유통관련업","0","","","132","0","0","근린생활시설","","","9","","","","","","","","","","","","","","","","","","",""
